id;fecha;anio;mes;tipoprop;lugar;geoname_num;lat_lon;sup_tot_m2;sup_cub_m2;piso;cant_amb;des;tit;Pozo;Boleto;Unidades;Departamentos;Entrega;Inversor;Posesion;Cuotas;Anticipo;Estrenar;Emprendimiento;Resumen;Amenities;Cochera;Patio;Categoria;Balcon;Clase
66.207;12/4/15 0:00;2015;dic;dto;Barracas;3436134;-34.631558,-58.370323;;32;7;1;Venta  Departamento  Argentina, Buenos Aires, Capital Federal, Barracas  Apto profesionalProyecto de viviendas multifamiliar localizado en el Barrio de Barracas.Sobre un terreno de 382m2. Se desarrolla en planta baja y 10 pisos con amenities.Departamentos;Departamento en Venta ubicado en Barracas;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0
66.214;4/30/15 0:00;2015;abr;dto;Colegiales;3435356;-34.562377,-58.466676;;37;;1;Luis Roman Garcia   4040Contacto: Graciela Bursztyn  MLS ID # 420111036296Dpto ideal inversionista con renta hasta diciembre de 2016.Luminoso mono ambiente divisible Apto Profesional de moderno diseÃ±o a pocos metros de Av Balbin con muchos medios de tran;Mono ambiente A/Prof divisible al Frente CON RENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66.220;9/21/15 0:00;2015;sep;dto;Boedo;3436003;-34.6259482,-58.4195408;30;30;;1;sj108 DUEÃ‘O VENDE 2 ULTIMOS DEPA EN 96 CTAS $ 7.925. Y SIN ANTICIPO;;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
66.255;10/22/15 0:00;2015;oct;dto;Belgrano;3436077;-34.5739626,-58.4353712;45;38;;1;Venta Moderno Departamento Amoblado Monoambiente en Belgrano Linda vista abierta del balcon a Las CaÃ±itas Estupenda luz natural. Tiene 45 m2.  Se encuentra ubicado en un punto estratÃ©gico de Buenos Aires, a minutos de dos de las zonas mas animadas de la;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
66.268;10/27/15 0:00;2015;oct;dto;Almagro;3436397;-34.612287,-58.422895;89;82;;3;El edificio esta compuesto por 86 unidades de vivienda Monoambientes, de 2, de 3 y 4 ambientes, que se encuentran entre el 2Âº y 14Âº piso. 211 cocheras y 5 bauleras ubicadas en SSPB 1 PISO. 3 Locales ubicados en PB  1Âºpiso y SS. 1 oficina en 2Âº pisoAME;RIVADAVIA AL 4000;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
66.437;7/3/15 0:00;2015;jul;dto;San Telmo;3428113;-34.6244301,-58.3741828;47;42;13;2;Departamento en venta en San Telmo de 2 ambientes con amplio balcon, en pozo. Consulte por cocheras disponibles. Las unidades se desarrollan con una calidad constructiva de primera y presentan un diseÃ±o sumamente funcional y eficiente. GARAY 612 incorpor;DEPARTAMENTO EN VENTA;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
66.438;11/30/15 0:00;2015;nov;casa;Villa Urquiza;3433775;-34.5669682,-58.4874019;112;65;;;CODIGO: 3073TRI0050 ubicado en: Quesada 4900    Publicado por: CREATIVA PROPIEDADES. El precio es de USD 230000. Muy buen Dpto de 4amb. en Duplex c/cochera. fija y amenities. Antiguedad: 4aÃ±os. En Excelente. ubicacion sup. cubierta 47,23 mÂ_ Superficie t;Vendo Duplex 4amb. en Villa Urquiza;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
66.464;4/21/15 0:00;2015;abr;dto;Villa Crespo;3427458;-34.593335,-58.442214;;34;;1;Venta  Departamento  Argentina, Buenos Aires, Capital Federal, Villa Crespo  Apto profesionalForma de Pago:35% anticipo + 30 cuotas en Pesos Ajustables por CAC.Cocheras: U$S 25.000Bauleras: U$S 2.625Entrega Mayo 2017.  CUCICBA Mat. 5404;Departamento en Venta ubicado en Villa Crespo;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0
66.479;1/15/16 0:00;2016;ene;dto;Boedo;3436003;-34.6299194,-58.4193038;25;25;;1;Bb17.7 EDIFICIO PREMIUM EN PLENO BOEDO, ULTIMOS DISPONIBLES;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66.538;9/25/15 0:00;2015;sep;dto;Palermo;3430234;-34.583464,-58.422753;100;75;;4;En una Inmejorable Ubicacion, sobre la calle Borges.. A Metros de la Tradicional Avenida Santa Fe, y A Pasos del  Jardin Zoologico y del Botanico. Zona con Gran conexion y Movilidad, Numerosas lineas de Colectivo, Subte Linea D y Tren en Pacifico.Departam;Departamento/PH - 4 Ambientes - 2 Patios- Palermo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66.588;3/30/15 0:00;2015;mar;dto;San Nicolas;6693229;-34.6075319,-58.3849336;125;125;;5;Departamento al frente de Ã©poca, comodos ambientes, luminosos y con una buena ventilacion.  Pisos y herrajes de buena categoria. expensas bajas.    EFEGE PROPIEDADES;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
66.673;4/24/15 0:00;2015;abr;dto;Barrio Norte;3436109;-34.5973537899,-58.3893670687;47;47;;3;PH DE 3 AMB, DOBLE ALTURA, AL CONTRAFRENTE. 3  PISO X ESCALERA. RECICLADO HACE 4 AÃ‘OS, DORMITORIO, BAÃ‘O Y VESTIDOR EN EL PRIMER PISO.EN PLANTA BAJA: COMEDOR DIARIO, COCINA, BAÃ‘O Y LAVADERO. BAULERA COMPARTIDA .EXCELENTE UBICACION, A UNA CUADRA DE AV. S;M. T. DE ALVEAR 1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66.688;1/30/16 0:00;2016;ene;dto;Capital Federal;3433955;-34.6207076112,-58.4123904208;;20;;1;Martin Macagno  CUCICBA 6267Contacto: Carlos AgÃ_eros  MLS ID # 42056101026VENTA DEPARTAMENTOS DE 2 AMBIENTES DE 50 m2. AL FRENTE NUEVO A ESTRENAR AV. INDEPENDENCIA 3381  BOEDO ENTREGA MARZO 2016  2 Ambientes a partir de : u$s 107.000.  2 Ambientes  50m2.;VENTA DEPTO 2 AMB. 50 m2. AL FTE. NUEVO A ESTRENAR;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0
66.690;10/23/15 0:00;2015;oct;dto;Villa Devoto;3427451;-34.6100668296,-58.5138835785;57;42;;2;VENTA DE COMODO Y AMPLIO DPTO DE 2 AMBIENTES EN PLANTA BAJA. APTO PROFESIONAL. LIVING COMEDOR CON PISOS CERAMICOS Y SALIDA A PATIO DE USO EXCLUSIVO. COCINA TOTALMENTE INSTALADA CON ESPACIO PARA COMER. DORMITORIO CON PLACARD. BAÃ‘O COMPLETO Y LAVADERO INDE;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
66.693;4/21/15 0:00;2015;abr;dto;Belgrano;3436077;-34.5525338,-58.4512771;;32;;1;Venta  Departamento  Argentina, Buenos Aires, Capital Federal, BelgranoForma de pago:50% de anticipo y saldo en cuotas mensuales ajustables segÃºn indice CAC Noviembre 2015, publicado en Diciembre 2015.Cocheras PB: $ 519750Cocheras 1 Sub: $ 519.750Cochera;Departamento en Venta ubicado en Belgrano;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0
66.715;9/12/15 0:00;2015;sep;dto;Floresta;3433910;-34.6430756,-58.4820339;;88;;4;DEPTO. DE 4 AMBIENTES COMPUESTO DE LIVING COMEDOR DE 6X3.5, 3 DORMITORIOS CON PLACARD DE 3.80X3.30, COCINA DE 3.60X1.60, BAÃ‘O COMPLETO CON BAÃ‘ERA. ESTA RECICLADO BAÃ‘O Y COCINAVISTA TOTALMENTE ABIERTA, MUY LUMINOSA.;DEPTO. 4 AMBIENTES. Ambientes. Dormitorios. 88 m2c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66.763;1/19/16 0:00;2016;ene;dto;Balvanera;6693228;-34.6106181,-58.3962218;42;42;;2;Venta de Departamento 2 AMBIENTES en Balvanera 2 ambientes, al frente, antiguedad hasta 40 aÃ±os. BaÃ±o. Dormitorio en suite. 42m2. Amueblado. CANT.DE PISOS DEL EDIFICIO: 10 DEPARTAMENTOS POR PISO: 3 ESTADO DEL INMUEBLE: MUY BUENO EXPENSAS ($): 700 LUMINO;DEPARTAMENTO EN VENTA;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
66.824;2/18/16 0:00;2016;feb;dto;Boedo;3436003;-34.6210787,-58.4181047;30;;;1;DEPA EN  cuotitas desde $ 6.000 EN PESOS;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66.844;2/16/16 0:00;2016;feb;dto;Flores;3433918;-34.6374855,-58.46014404;20;;;2;"Dos ambientes, cocina separada, baÃ±o completo con baÃ±era. Pisos de madera. Muy luminoso. Piso 11. Lateral.Sobre la Av. Rivadabia, frente a la estacion de sube ""A"". Entre Carabobo y Ramon Falcon. Apto profesional. Ubicacion Inmejorable Edificio de catego";U$D 94.000 - Departamento en Venta - Rivadavia     6300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66.865;10/30/15 0:00;2015;oct;dto;Boedo;3436003;-34.63099,-58.4201892;40;40;;2;sc425 TU DEPA EN ALTURA Y VENTILACION  Y EN 95 CUOTAS Y CON ANTICIPO 000;;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
66.885;9/12/15 0:00;2015;sep;dto;Palermo;3430234;-34.5846206,-58.422036;;40;;;CODIGO:  ubicado en: Charcas 4200   Publicado por:  LES IMMOBILIERES  MARAND BIENES RAICES. El precio es de USD 94000. Departamento de dos ambientes contrafrente con balcon, lavadero. living y dormitorio amplios. Pintura y pisos en muy buen estado. . Publ;Departamento de dos ambientes contrafrente.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
66.889;9/1/15 0:00;2015;sep;dto;Belgrano;3436077;-34.5631948,-58.4399963;38;35;;1;ESPECTACULAR MONOAMBIENTE A ESTRENAR A METROS DE AV. DEL LIBERTADOR EN LO MEJOR DE BELGRANO CON TODOS LOS AMENITIES. AMPLIO AMBIENTE CON PISOS DE PORCELANATO A BALCON AL FRENTE CON VISTA PARCIAL AL RIO. PISO ALTO. COCINA COMPLETA INTEGRADA CON HORNO Y ANA;ESPECTACULAR MONOAMBIENTE A ESTRENAR A METROS DE AV. DEL LIBERTADOR;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0
66.955;5/11/15 0:00;2015;may;local;San Telmo;3428113;-34.6185608,-58.3716081;170;170;;;"LOCALVENTA/ALQUILER LOCAL SAN TELMO  EXCELENTE LOCAL  MUY COMERCIAL SIN EXPENSAS EN MUY BUEN ESTADO DEFENSA AL 900 A 1 CUADRA DE AV. INDEPENDENCIA Y ESCASOS MTS DE PLAZA DORREGO  ""Se deja constancia que los m2 indicados son aproximados y el valor consigna";LOCAL EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66.970;4/13/15 0:00;2015;abr;dto;Flores;3433918;-34.619015,-58.463202;;;8;1;Venta  Departamento  Argentina, Buenos Aires, Capital Federal, Flores  Con Cochera  Apto profesionalEntrega INMEDIATA.  CUCICBA Mat. 1053;Departamento en Venta ubicado en Flores;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
67.048;8/5/15 0:00;2015;ago;dto;Recoleta;3429595;-34.5968956,-58.4117828;50;41;;2;Departamentos de 1, 2 y 3 ambientes, a estrenar, en Capital Federal. Cerca de Hospital de NiÃ±os, universidades, Alto Palermo Shopping, Av. Santa Fe, etc. Todas la unidades tiene puerta blindada, regulacion individual de la calefaccion, piso de porcelanat;Departamentos venta;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
67.056;2/14/16 0:00;2016;feb;dto;Villa General Mitre;3427433;-34.596269,-58.497952;;43;;1;Rebeca Stern   4824Contacto: Ricardo ÃÅlvarez  MLS ID # 42010117024Excelente departamento de 2 ambientes con toilette y baÃ±o en suite a estrenar en Villa Devoto. La unidad se encuentra en el 1Âº piso de un moderno edificio en la esquina de Av. San Martin;DEPARTAMENTO DE 2 AMBIENTES ESTRENAR EN DEVOTO;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
67.103;11/14/15 0:00;2015;nov;dto;Balvanera;6693228;-34.599408,-58.38771;;103;;2;Daniel Acosta  CUCICBA 2406Contacto: Constanza Casado  MLS ID # 42015108213Departamento Duplex con dos terrazas una en cada planta, se desarrolla en la planta 13 Living,   comedor con doble circulacion, cocina , toilette y hermosa terraza, con dos salidas;Departamento San Nicolas 3 amb. 2 terrazas.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67.133;11/15/15 0:00;2015;nov;dto;Villa Pueyrredon;3429703;-34.571426,-58.484795;;47;2;1;Rebeca Stern   4824Contacto: AndrÃ©s Mohadeb  MLS ID # 420101186112 ambientes,1 dormitorio con persianas y amplio placar con los interiores terminados palier semiprivado y hall de entrada moderno y de categoria. Cocina integrada super luminosa con desayun;2 ambientes con balcon y amenities a estrenar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
67.322;2/29/16 0:00;2016;feb;dto;Villa del Parque;3427455;-34.622754,-58.4871708;44;34;;;CODIGO: 2850EB130 ubicado en: Bahia Blanca 1200   Publicado por: ESTUDIO BAIRES  ADRIANA BURGOS. El precio es de USD 79000. Excelente Dto de 2 amb divisible de 44m2 con balcÃ_n al cfte. A Estrenar, super luminoso y aireado. Pisos flotante o porcellanato e;Villa del Parque - A Estrenar Dto2 Amb Divisible, Cocheras Optativas;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
67.328;11/12/15 0:00;2015;nov;dto;Villa Urquiza;3433775;;37;27;;1;Excelente Monoambiente en lo mejor de Villa Urquiza, edificio con Laundry y cochera.Expensas $590Consultenos.;Oportunidad!;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
67.334;4/13/15 0:00;2015;abr;dto;Recoleta;3429595;-34.591249,-58.398593;;;;3;Venta  Departamento  Argentina, Buenos Aires, Capital Federal, Recoleta  2 DormitoriosExcelente dÃºplex atipico en muy buen estado. Calefaccion y agua caliente central. Muy buena ubicacion a cuadras Recoleta Mall y facultades. .  CUCICBA Mat. 937;Departamento en Venta ubicado en Recoleta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67.335;3/18/14 0:00;2014;mar;dto;Belgrano;3436077;-34.5655933,-58.4578131;85;85;1;3;VENTA DEPARTAMENTO 3 AMBIENTES CON DEPENDENCIA BELGRANO. Edificio de 2 pisos con bajas expensas. Ascensor. Living comedor apaisado, dos amplios dormitorios. BaÃ±o completo. Cocina, lavadero, dependencia de servicio con su baÃ±o. Reciclado. El edificio pos;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67.474;1/11/15 0:00;2015;ene;dto;Abasto;;-38.416097,-63.616672;48;;;2;Excelente departamento en venta, zona Abasto, a una cuadra del subte B (estacion Pueyrredon).;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67.622;7/4/15 0:00;2015;jul;dto;San Telmo;3428113;-34.6244661,-58.3712451;52;49;;2;A ESTRENAR 2 AMBIENTES SAN TELMO  Excelente edificio en San Telmo, unidades a estrenar de 1 y 2 ambientes distribuidas en dos cuerpos. Ideal para vivienda, uso profesional o alquiler temporario. Cercano al Parque Lezama, Plaza Dorrego e importantes Avenid;DEPARTAMENTO EN VENTA;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
67.645;2/28/16 0:00;2016;feb;dto;Colegiales;3435356;-34.554073,-58.455098;;46;;1;Ariel Champanier  . 4330Contacto: Lidia Ines Zanollo  MLS ID # 181202407Excelente departamento de 2 Ambientes ubicado en inmejorable zona de Belgrano.  El departamento de solo 1 aÃ±o de antiguedad cuenta con: Amplio living comedor con cocina integrada con;UNICO 2 AMBIENTES CON COCHERA!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67.836;7/25/14 0:00;2014;jul;dto;Palermo;3430234;-34.5771028701,-58.4323378122;130;112;;4;Excelente semipiso cerca de subte, tren, colectivos. Piso 4Âº al frente vista abierta. Palier privado, hall de entrada, amplio living comedor a balcon corrido, toillete, 3 dormitorios con placard todos al balcon corrido, baÃ±o compartimentado, cocina come;Excelente semipiso. Ambientes. Dormitorios. 130 m2. 112 m2c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
67.851;5/21/15 0:00;2015;may;dto;San Nicolas;6693229;-34.6037232,-58.3815931;;39;;2;GRAN OPORTUNIDAD 2 AMBIENTES LATERAL. COCINA SEPARADA. BAÃ‘O COMPLETO CON BAÃ‘ERA. DORMITORIO CON PLACARD. LAS HERAS Y COLON.  MUY LUMINOSO. U$S 54.900 PARA VERLO O MAS CONSULTAS COMUNICARSE A LOS TELEFONOS 39988 / 4918167;VENTA DEPARTAMENTO 2 AMBIENTES . Ambientes. Dormitorio. 39 m2c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67.878;12/3/15 0:00;2015;dic;casa;Villa Pueyrredon;3429703;-34.564765,-58.489194;;91;;2;Jorge Salafia  CUCICBA 5666Contacto: Jose Antonio Gandini  MLS ID # 420211164139Venta triplex en regimen de propiedad horizontal de 152.14 m2, de los cuales 75 m2 son cubiertos, 16 m2 son semicubiertos y 61 m2 son descubiertos. En PB cochera semicubierta;VENTA TRIPLEX TAMBORINI 4800 al COSTO en $$;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
67.895;2/25/16 0:00;2016;feb;dto;Nunez;3430348;-34.543001,-58.462592;;50;;2;Venta  Departamento  Argentina, Buenos Aires, Capital Federal, NuÃ±ez  1 Dormitorios  Apto profesionalForma de pago: Anticipo 40%, saldo en cuotas en pesos ajustables por CAC.Cocheras: Planta baja Descubiertas: U$S 23.000Subsuelo Cubiertas con Baulera: U$;Departamento en Venta ubicado en NuÃ±ez;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0
675;2/15/16 0:00;2016;feb;dto;Belgrano;3436077;-34.5617098,-58.4434293;60;50;;;CODIGO: b ubicado en: Libertador y Sucre. Por Sucre   Publicado por: INBEST. El precio es de USD 215000. Imponente proyecto en esquina, obra en avance.  . Publicado a travÃ©s de Mapaprop;Libertador y Sucre. Espectacular 2 amb en Suite con Toilete incluye cochera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68.100;8/11/15 0:00;2015;ago;dto;Villa Crespo;3427458;-34.5981317916,-58.4428539509;;34;7;1;A una cuadra de Av Corrientes y 3 de Juan B. Justo. A pocos metros de zona comercial. A 2 cuadras de la estacion de subte Malabia, linea B.;Gurruchaga 400, Villa Crespo, venta departametno;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68.141;5/1/15 0:00;2015;may;dto;Balvanera;6693228;-34.612547,-58.407049;;124;;3;Hernan Perrone   2792Contacto: Martha Monsalvo  MLS ID # 15106567Departamento de 4 amb con dependencia de 124 m2 mas Patio de Uso Exclusivo de 11 m2. Ubicado en Planta Baja.  Se ingresa por una Recepcion al importante Living Comedor con suma calidez dada;4 amb c/dep 124 m2 mas Patio de 11 m2 de uso excl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
68.174;10/30/15 0:00;2015;oct;dto;Boedo;3436003;-34.63099,-58.4201892;40;40;;1;sj253 DEPA TODO EN 94 CUOTAS Y CON 1 SOLA CUOTA DE ANTICIPO;;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
68.404;7/3/15 0:00;2015;jul;dto;San Cristobal;3429153;-34.6231334437,-58.3978045047;;;6;2;Zona:ResidencialAsfaltoLavaderoTipo de cochera:FijaCalefaccion:IndividualMedidas del balcon [metros]:2.80x1.00 Categoria:ExcelentePisos:FlotanteLuminosidad:ExcelenteCochera EdificioEXCELENTE EDIFICIO. DPTO DE 2 AMB. CON DORMITORIO EN SUITE, AMPLIO LIVING;Pichincha 1200, San Cristobal, dpto 2 ambientes nuevo;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
68.442;8/27/15 0:00;2015;ago;dto;Nunez;3430348;-34.5519082,-58.4685761;64;57;3;2;Departamento en venta en Nunez de amplios 2 ambientes. Amplios 2 ambientes de 64m2 que cuentan con cocina con barra desayunadora, anafes de 4 hornallas y horno elÃ©ctrico;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68.450;7/2/15 0:00;2015;jul;dto;Retiro;3429576;-34.5921884,-58.3790738;142;129;;;EN LO MEJOR DE LA CALLE ARROYO  Excelente piso alto en edificio de categorÃƒÂ_a Muy buena luz  Reciclado, impecable  AntigÃƒÂ_edad: 15 aÃƒÂ±os  OrientaciÃƒÂ_n: este  Superficie cubierta: 129 m2 aprox.  Superficie Total: 142 m2  LIVING Y COMEDOR, BALCÃƒN,;Departamento 142mÂ_ con Plantas en ARROYO 800, Capital Federal, Retiro, por U$S 490.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
68.499;11/11/15 0:00;2015;nov;PH;Villa Pueyrredon;3429703;-34.566726,-58.500094;;20;;2;Jorge Salafia  CUCICBA 5666Contacto: Vanesa Carambia  MLS ID # 4202111191Ubicacion geografica:Â  Pasaje Beethoven entre Crisologo Larralde y NÃºÃ±ez. A metros del  Parque   La Unidad: PLANTA BAJA: Ingresando al living comedor con ventana a la calle. Ampli;PH en 2 plantas de 3 amb. mas habitac. uso mult.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68.616;2/26/16 0:00;2016;feb;dto;Balvanera;6693228;-34.621211,-58.398326;;53;;2;Ariel Champanier  . 4330Contacto: Franco Pou  MLS ID # 181306123 Ambientes Semi piso San cristobal Excelente estado Living con estufa a gas y cocina separados con salida al balcon frente 2 Habitaciones con tiro balanceado con ventanas al contra frente Pas;3 Ambientes Semipiso San cristobal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
68.631;11/17/15 0:00;2015;nov;dto;Villa Urquiza;3433775;-34.5737572,-58.500342;;;;2;Venta Departamento en Villa Urquiza  Quesada al 6000 2 ambientes, contrafrente, balcon aterrazado, luminoso. 7 aÃ±os de antiguedad. BaÃ±o y cocina completa. Cochera en Planta Baja.  Auge Propiedades S.R.L. Avenida Cordoba (Esq. Rodriguez PeÃ±a) Tel:  Emai;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
68.695;11/26/15 0:00;2015;nov;dto;Flores;3433918;-34.6264093998,-58.4593235105;68;56;8;;A ESTRENAR. APTO PROFESIONAL. ENTREGA ESTIMADA PARA MAYO DE 2017.45% Boleto  15% Posesion y saldo 24 cuotas en pesos ajustado P/ CACPosesiÃƒÂ_n Mayo 2017El edificio se construirÃƒÂ¡ sobre la calle Yerbal NÃ‚Â° 2149, entre Gavilan y Granaderos del barrio d;Departamento 68mÂ_ con Dependencias en YERBAL 2100, Capital Federal, Flores, por $ 2.545.000;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0
68.787;6/2/15 0:00;2015;jun;dto;Almagro;3436397;-34.6214722288,-58.4220937698;42;;3;1;VENTA UNIDADES 1, 2, 3 Y 4 AMBIENTES EN ALMAGRO.  ANTICIPO Y CUOTAS, TODO EN PESOS  Ubicado en Almagro, a tres cuadras de la Av. La Plata y a 5 cuadras de la Av. Boedo. Cercano a Subte linea E y diferentes lineas de colectivos. Emprendimiento cuya fecha d;DEPARTAMENTO EN VENTA;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0
68.889;3/25/14 0:00;2014;mar;PH;Villa Pueyrredon;3429703;-34.5755956002,-58.5082054138;60;55;;;CODIGO: 683420 ubicado en: Condarco 5871 PB Fondo   Publicado por: QUERCIA PROPIEDADES. El precio es de USD 95000. TIPO CASA 3 AMBIENTES CONTRAFRENTE SIN EXPENSAS  PATIO  TERRAZA SOLO PARA USO NO SE PUEDE CONSTRUIR NI ES EXCLUSIVA DE LA UNIDAD  BUEN ESTAD;PH en Venta en Villa Pueyrredon, Capital Federal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
69.008;1/9/16 0:00;2016;ene;dto;Congreso;3435259;-34.6204532,-58.4029587;41;37;3;;Venta de Departamento MONOAMBIENTE en San Cristobal  DESCRIPCIÃ“N: EXCELENTES MONOAMBIENTES DE 10M DE FRENTE POR 4M DE FONDO. VENTANALES DE PISO A TECHO.  BALCON. TERMINACIONES DE CATEGORÃçA.  OPCIONALES CON COCHERAS FIJAS DESDE $282.000 (DESCUBIERTAS) ,;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
69.035;12/4/15 0:00;2015;dic;dto;Nunez;3430348;-34.549656,-58.472917;;;;2;Venta  Departamento  Argentina, Buenos Aires, Capital Federal, NuÃ±ez  1 DormitoriosDepartamento en 2Âº piso por escalera. Muy luminoso. El baÃ±o y la cocina fueron reciclados Muy buen estado. A 4 cuadras de Av Cabildo..  CUCICBA Mat. 1053;Departamento en Venta ubicado en NuÃ±ez;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69.117;4/24/15 0:00;2015;abr;casa;Belgrano;3436077;-34.5628070255,-58.4694507564;250;200;;5;ESPECTACULAR TRIPLEX  3 DORMITORIOS  EXCELENTES CALIDADES  MUY LUMINOSOS Y COMODOS AMBIENTES  Nivel calle: Hall con acceso a escalera  garaje un coche habitacion de servicio con baÃ±o  Lavadero  Lindo PATIO  1Âº piso: Hermoso Living y Comedor al frente co;ESPECTACULAR TRIPLEX - 3 DORMITORIOS - EXCELENTES CALIDADES - MUY LUMINOSOS Y COMODOS AMBIENTES -;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
69.238;4/13/15 0:00;2015;abr;dto;Flores;3433918;-34.619496,-58.464089;;;7;2;Venta  Departamento  Argentina, Buenos Aires, Capital Federal, Flores  1 Dormitorios  Con Cochera  Apto profesionalEntrega INMEDIATACOCHERAS:PB cubierta: U$S 28.000PB descubierta: U$S 25.000.  CUCICBA Mat. 1053;Departamento en Venta ubicado en Flores;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
69.346;10/28/15 0:00;2015;oct;dto;Flores;3433918;-34.626617,-58.459966;39;35;;1;DescripcionFlores es un barrio tradicional. Limita con los barrios de Villa Santa Rita y Villa Mitre al norte, Caballito y Parque Chacabuco al este, Nueva Pompeya y Villa Soldati al sur y Parque Avellaneda y Floresta al oeste. Pertenece a la Comuna 7.Conv;Yerbal 2149 - Flores - .;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69.491;11/16/15 0:00;2015;nov;dto;Boedo;3436003;-34.63099,-58.4201892;40;40;;2;sc457 COMPRE EN CUOTAS SIN ANTICIPO  TODO EN PESOS  EN 96 CUOTAS;;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
69.679;1/30/16 0:00;2016;ene;dto;Almagro;3436397;-34.6017040399,-58.4070218064;44;40;7;2;Venta de Departamento 2 AMBIENTES en Almagro Unidad de comodas dimensiones muy luminosa, Living comedor, cocina y baÃ±o completos, dormitorio con placard, balcon y lavadero. Buena ubicacion proxima a subte linea b, medios de transportes, shopping Abasto S;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
